,text
266,@AmericanAir flight Cancelled Flighted! I'm trying to get to #chicago. What are me and @justynmoro gonna do. #flying#flight#travel
267,@AmericanAir working over time tonight?  Got delayed 2 days .. In SJU .. Could be worse :)
268,@AmericanAir My connecting flight to DFW was Cancelled Flightled and need to get to IND tomorrow. Any way I can get this sorted out? Been holding 1h08
269,@AmericanAir my flight tomorrow is Cancelled Flighted you guys just keep letting me down
270,"@AmericanAir I'm beyond confused here. why would you offer an earlier flight?? when they Cancelled Flightled 2222, I asked for TUES. please fix!"
271,@AmericanAir my mom’s flight tomorrow Cancelled Flighted w/ no notice. Phone system said callback in 2 hours and it’s been 4. I need to go to bed!
272,@AmericanAir we will not be flying with you or US air again. The changes and Cancelled Flightations leading up to today's big finale is unacceptable.
273,@AmericanAir thanks for your apology but it's a bit Late Flight. Cancelled Flighting a flight more than 24 hrs in advance due to weather is ridiculous. We
274,@AmericanAir you Cancelled Flightled my flight tomorrow (without telling me) and I want to rebook-please help me book a new flight! What # can I call?
275,"@AmericanAir Worst airline. You Cancelled Flight flight, don't let me know, I wait on hold 30 mins, told to enter callback for middle of the night?!!"
276,@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???
277,@AmericanAir now we are all stuck on the plane after landing because crew unable to figure it out
278,@AmericanAir Err 2 hour wait time for the Exec. Plat. line?
279,@AmericanAir Your agent sent our family on 3 diff planes to dfw that were as Late Flight due to delay as the Cancelled Flighted plane that started this #fail
280,@AmericanAir wasn't offered a flight out of PHL until TUESDAY so had to ask to be booked to Houston instead of Austin.
281,@AmericanAir Flight 4606 from MEM to DCA delayed 6 hours! Now holding breath while they keep me trapped 3 hours to de-ice. #scareair
282,"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin"
283,"@AmericanAir I understand the weather issues. I don't understand how I was not notified of the Cancelled Flightlation, and had to realize it so Late Flight."
284,@AmericanAir when will tomorrow's flight Cancelled Flightlations at Dfw for AA flights be posted? We are on 2424 at 7am from LAX!
285,@AmericanAir first flight is Cancelled Flightled. Been on hold for 4 hours. Need information and getting none. Help?
286,@AmericanAir Get a new crystal ball. Cancelled Flight flights before weather hits to rebook me on flight during? Looking like 2 nights hotel on me.
287,@AmericanAir not anymore.
288,"@AmericanAir Hey you Cancelled Flightled my flight, and I can't get someone on the phone to rebook (2 hour wait minimum). Can I get some service?"
289,@AmericanAir to my destination. After waiting 2 hours and missing our second flight with them. Our #luggage made the flight though...
290,"@AmericanAir that 2 hr wait became a 4 hr one. And y'all claimed to have sent an email. Yeah, that never happened. #FlyDelta"
291,"@AmericanAir next time my flight's Cancelled Flightled, I'd appreciate SOME indication (email, text, carrier pigeon). App didn't even warn at check in"
292,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩
293,@AmericanAir found out my flight tomorrow was Cancelled Flightled &amp; got in the queue for a callback 3.5 hours ago…still nothing. Can I get rebooked??
294,@AmericanAir My flight tomorrow from SLC to DFW AA304 Cancelled Flighted. Can you help me get there?
295,"@AmericanAir i hope it takes you 6 hours to get home when it should take 20. my flight was Cancelled Flightled because they ""couldn't staff the plane"""
296,@AmericanAir @DuaneNClark  ever think about being prepared and bringing in more people? Does anyone have any business sense at AA?
297,@AmericanAir yes and the auto rebook confirmed an outbound that departs after the return flight.  # fire the software programmers
298,@AmericanAir Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!
299,"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?"
300,@AmericanAir Need to go frm TPA to MCI tmrw &amp; my connection thru DFW is Cancelled Flightled. Can u connect me thru a diff city? Been on hold for 2 hrs
301,@AmericanAir finally made it to chicago - 13 hours Late Flight.  Did get a $12 food voucher for my wait.about $1per/hr. Never again. Good bye.
302,@AmericanAir Now you've Cancelled Flightled my flight. First a priority ticket bumped and now this. You're losing customers. People are furious.
303,"@AmericanAir just Cancelled Flightled my 7 am flight tomorrow with out informing me at all today, then booked one in 2 days, and no customer service"
304,"@AmericanAir Thanks - I note some, but not all, flights are Cancelled Flightled - are only some aircraft/runways working out of DFW today/tomorrow?"
305,"@AmericanAir The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury,  the plane is not leaving"
306,"@AmericanAir yeah, rebooked for tomorrow morning. But extremely disappointed to miss a wedding."
307,"@AmericanAir thanks for the call on my Cancelled Flightled flight, NOT!  Flight Booking Problems me for Tues no good weather caused me 2 leave early"
308,@AmericanAir can you tell me why all flights from XNA 2 DFW are Cancelled Flightled for tomorrow morning already?
309,@AmericanAir is the situation at JFK this evening is going to get better or worse ? Do not Cancelled Flight a flight like yesterday after 8h delayed
310,@AmericanAir several hrs Late Flight and 140 characters won't do it. Cheers though
311,"@AmericanAir my wife's flight is Cancelled Flightled, told to call. No one answers. How do we book a flight? Help us please"
312,@AmericanAir their flights into Buffalo as well -- You were the only flight Cancelled Flightled!!!
313,"@AmericanAir -- This is after you Cancelled Flightled our flight into Buffalo because of ""weather"" and lied to us and said other airlines Cancelled Flightled"
314,"@AmericanAir my flight from VCP to JFK was delayed and now it has been Cancelled Flighted, what should i do?"
315,@AmericanAir gotta be worse than @delta w/ on time departures.  I rushed back to terminal C for 8:25 flight but they haven't strtd boarding.
316,"@AmericanAir I didn't miss my flight.  American Airlines gave my ticket, as well as 6 other passengers tickets away. Not my fault."
317,"@AmericanAir I really want to get home. Tonight, preferably. Please stop delaying my plane 😢😕😦 #AmericanAirlines"
318,@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.
319,@AmericanAir approaching three hours sitting in the plane on the ground at DFW on #AmericanAirlines flight 3056 - Oscar performance
320,@AmericanAir AA 2258 why have you Cancelled Flightled our flight without courtesy of notifying us or alternatives?  Very poor.
321,@americanair anxious to see how you all care for customers you’ve inconvenienced #Cancelled Flightledflight
322,@AmericanAir  flight from DFW to LIT tomorrow has been Cancelled Flightled.  What do I do next?  Pls advise.  #HELP
323,@AmericanAir my flight I have reserved for tomorrow has been Cancelled Flightled. Can I Cancelled Flight my reservation and get a full refund?
324,@AmericanAir at JFK flight to Boston delayed 20 min waiting for catering they are boarding flight to LAX waiting for over and hour WTF?
325,@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....
326,@AmericanAir thanks. Now my carry on that you guys insisted be checked at the gate is missing. Won't be here till Late Flight tomorrow morning.
327,@AmericanAir AA919 flight attendant freaks out and leaves aircraft as passengers react to a 24h delay and cattle treatment. Surreal!
328,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
329,@AmericanAir Nice AA employee making skillful excuses about Late Flightness due to catering snafu... http://t.co/YPVPVdlTYs
330,@AmericanAir 24 hrs &amp; 2 cncld flights Late Flightr I've landed in PHL. Now 30 mins &amp; counting on tarmac waiting for gate. Pls do better than this.
331,"@AmericanAir Yeah, try harder. No catering truck in sight.  Can we just leave now w/o the food won't eat anyway?"
332,@AmericanAir unfriendly unhelpful agents. Unannounced gate changes. Delayed flight that we found out about by word of mouth
333,@AmericanAir finally about to take off! Thanks for the customer service by the g8 reps @ c17 @ CTL. Any idea what caused the system failure?
334,@AmericanAir AA 100 - good job overselling this flight. Delayed 90 minutes to deplane the overflow passengers' bags.
335,@AmericanAir I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.
336,@AmericanAir My flight to @dfwairport was Cancelled Flightled. Mess ensued. Please thank the awesome Marcos (Concierge Key @ GRU) for sorting it out!
337,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....
338,@AmericanAir I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.
339,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!
340,@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.
341,@AmericanAir Hi AA friends! My sis's flight AA362 DFW&gt;&gt;MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?
342,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.
343,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
344,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz."
345,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?
346,@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight
347,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck
348,"@AmericanAir My baggage is lost, my flight Cancelled Flightled and i get no accommodations? Not even to another airline. At least one free hotel?"
349,@AmericanAir I've been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.
350,"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed"
351,@AmericanAir any idea what's up with flight AA3181?
352,@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu
353,@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM.
354,"@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness"
355,@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info
356,@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.
357,@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?
358,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒
359,@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.
360,"@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better"
361,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?
362,@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?
363,@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ
364,@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.
365,@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour
366,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA
367,@AmericanAir I want the flight I have on hold. I don't want a new flight.
368,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!
369,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?
370,@AmericanAir you cxl both my flights to/from DFW to CLL w/o notice then treat me like trash on the phone and offer no compensation? WTH?
371,@AmericanAir our flight was Cancelled Flightled and rebooked to United. You didn't give them accurate ticket number now we can't check in. #annoyed
372,"@AmericanAir 11 out of 11 delayed flights, you suck and getting worse"
373,@AmericanAir 2293 is the Cancelled Flightled one
374,"@AmericanAir Cancelled Flightled my flight, didn't notify me, and I can only rebook by phone, but can't get through to an agent. Epic. Fail."
375,"@AmericanAir complt incompetence on flt 295.Lav delay from a pln that lnded last nite, no internet and poor svc. Not what I expect from u."
376,@AmericanAir five times at last count
377,@AmericanAir as usual my next flight shows on time but it's suppose to leave in 5 minutes and hasn't boarded
378,"@AmericanAir has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV."
379,@AmericanAir u Cancelled Flightled my flight for tomorrow and tell me to call reservations but then refuse to take my call!!!  #not cool #hateful
380,@AmericanAir u cant spell airline and I trusted you to get me home on time and safe you are the worst #gobankrupt http://t.co/aM9CuieWO4
381,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.
382,"@AmericanAir 3231DTW to LAG at 4:45. Flight Cancelled Flightled with no notice. Given a voucher to a dirty hotel, with no food vouchers or apology."
383,@AmericanAir most horrendous service ever !! On off two planes. Been in Phil for 10 hrs. Now captain can't get flight info to print? #wtf
384,".@AmericanAir: the best the agent could do is put me on a flight arriving tomorrow afternoon, with a six hour layover."
385,@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?
386,"@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight."
387,@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.
388,@AmericanAir my flight is Cancelled Flightled and we can only call in but you aren't accepting calls? How do I reschedule my flight?
389,@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control
390,@AmericanAir two delayed flights today that weren't weather reLate Flightd. Keep up the good work!
391,"@AmericanAir two hours Late Flightr and still waiting for a callback. Need to reschedule flight 1027, hopefully to the Late Flightr one tomo not Cancelled Flighted"
392,"@AmericanAir Flt Cancelled Flighted, rescheduled to bad time. Tried 800# 3hrs. Website states can't do online=useless website. Help?"
393,"@AmericanAir redirect my flight without telling me, service is abysmal."
394,@AmericanAir 1st leg of my flight 2 nyc tomorrow has been Cancelled Flightled. if you make me hold for 2hrs i may miss my only chance back home!
395,"@AmericanAir Flight for tomorrow has already been Cancelled Flightled, what do I do now?"
396,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville."
397,"@americanair hi, you Cancelled Flightled our flight back to the US and now won't take our call. What are we supposed to do?"
398,@AmericanAir @macario2 but you are Late Flight again!! Again and again! Where are the crew?
399,@AmericanAir flight was Cancelled Flightled can you guys help?
400,"@AmericanAir my itinerary was from EWR TO DALLAS to LA. You Cancelled Flightled my flight, you have my money, find a way to get me there from EWR"
401,@AmericanAir flight Cancelled Flighted out of LAX for tomorrow due to connection in DFW. Help please? we can go out of orange or burbank
402,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?"
403,@AmericanAir  many have missed connections already b/c of delayed flight which will finally board soon
404,"@AmericanAir @BDinDallas The personal touch you're known for, AA. Other cool perks: blaming understaffing on weather. And 3 hr hold times."
405,@AmericanAir thanks for the response. I know it's not your fault... But Im in ORD in T5 and hungry if you want to stop by ✈️✌️
406,"@AmericanAir and how is this not a mechanical issue? All evidence points to the idea that it’s the ILS at CLL at fault, not the weather."
407,"@AmericanAir Not only was 5418 Late Flight, but we've been boarded and waiting for over 30min. WTF?"
408,@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun
409,@AmericanAir But Eagle is always Late Flight
410,@AmericanAir half hour Late Flight leaving DFW...no attempt at an explanation
411,@AmericanAir I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.
412,"@AmericanAir 30 minutes flight from OKC and then make us wait, 30 minutes cause the gate isn't empty.  #epicfail #poorplanning"
413,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?
414,@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?
415,@AmericanAir Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?
416,@AmericanAir Cancelled Flights flights arbitrarily on same itinerary.  Weekend ruined for no good reason! No crew = missed Monday am mtg.
417,@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?
418,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous
419,@AmericanAir  ugh Dump us in dfw w/no luggage then Cancelled Flight our flight 3 more times. Sat arrival now Tue?
420,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!"
421,@AmericanAir Flight 953 NYC-Buenos Aires has been delay since yesterday at 10PM. Is going to take off at 3.30PM now? Give us answers!
422,"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC."
423,"@AmericanAir my flight was Cancelled Flightled, leaving tomorrow morning. Auto rebooked for a Tuesday night flight but need to arrive Monday."
424,@AmericanAir your assistance has not been very helpful frustrating disappointing experience &amp; w/small children very inconvenient
425,@AmericanAir she sent you an email 2 customer service the night it happened ur response was basically 2 bad sorry how should she contact u.
426,"@AmericanAir @Rizzilient After days, I finally got the automated service to call me back but it hung on me! This is beyond ridicules.  help!"
427,@AmericanAir thanks to your attendant on flight for advising connect flight held.  Ran with kids and flight departed. Poor service at Miami
428,@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH
429,@AmericanAir customer service (if you can call it that) refunded my money
430,@AmericanAir needs an entire customer service overhaul @Delta would never treat its customers with anything less that A1 service
431,.@AmericanAir Advised GAs and pilot of my flight. Too bad no one took action.
432,"@AmericanAir I have been checking consistently, and called multiple times. As a loyal AA customer, I'm disappointed."
433,@AmericanAir Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.  #customerexperience
434,"@AmericanAir I didn't want to Cancelled Flight, I wanted to take someone off and keep my price. Held at 402, at 10am today 440, now 530"
435,@AmericanAir it's not about the delay.  It's about the communication.
436,@AmericanAir @USAirways - I'm pregnant with twins and you're going to abandon me overnight in an airport? No hotel? When it's your fault?
437,@AmericanAir I need assistance reFlight Booking Problems a flight from dfw to lit
438,@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error
439,"@AmericanAir your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #DCA"
440,"@AmericanAir every time I try to call, it tells me to try again Late Flightr and just hangs up."
441,@AmericanAir my bags were checked through to Cancelled Flightled flight 362. When will they arrive in MKE? Not much help from grnd staff. Havoc in DFW
442,@AmericanAir I've never had anything bad to say until now. No love for faithful customers.
443,"@AmericanAir has the worst flight change policy. No mercy, no sympathy, such a bummer when you can't go to funerals or see friends bc of it."
444,@AmericanAir thanks for being entirely unhelpful and wasting hours of my time today
445,@AmericanAir why are customer svc reps unable to handle calls. Is there a 24hrs Cancelled Flightlation policy? Booked yesterday need to Cancelled Flight
446,@AmericanAir I understand they're busy &amp; doing their best. My frustration is an automated call changing my flight w/o allowing me to talk
447,@AmericanAir bad weather happens but lack of preparation is inexcusable. Depending on good weather is not a good business model.
448,@AmericanAir he is at the Boston airport. There is a problem. The agents will not honor the voucher because one number is rubbed out.
449,@AmericanAir I still can't get through to change my flight. This is really important plz help!
450,@AmericanAir the worst first class boarding service I ever had.
451,@AmericanAir Another customer non service from you. If we waited for you to solve the problem we would miss the funeral. You suck!
452,"@AmericanAir while listening to a delay message on my phone, another delay message was coming in. Get your shit together!"
453,"@AmericanAir no. Booked seat in Dallas, live in Dallas. Real nice that your gate agent had exit row available told me they weren't available"
454,@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I'm stuck
455,"@AmericanAir your a LIAR, no precipitation all day, 47 degrees, don't pacify, you look like a fool.......thats the problem, admit you suck"
456,@AmericanAir 12 calls in the span of two days........none of which available to speak to someone.  You are un F-in believable.  worst ever
457,@AmericanAir @elwoodblues77 I'm sure he understands the rules but you guys just have zero customer service. Staff your damn counters!
458,".@AmericanAir after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now"
459,@AmericanAir your seat assignment process when Flight Booking Problems is misleading. I'm not paying extra to select a seat.
460,@AmericanAir will not let me reuse my ticket.  Thus I have booked my vacation with Delta!  Never flying on American again......
461,@AmericanAir have been in call cue for 11 hours. No call yet. Wife in cue for 9 hours.  Got a call but was hung up on.
462,@AmericanAir I don't believe it's acceptable to have a ticket # changed after check in time &amp; not be notified. Apparently that's standard.
463,"@AmericanAir the original receipt lists my flight cost as $89ish, and doesn't reflect the use of a voucher"
464,@AmericanAir I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.
465,@AmericanAir Was told you could only refund me the cost of my original return flight (note: flight you had booked for me was more expensive)
466,@AmericanAir to realize your customer service leaves much to be desired and the folks handling the calls could care less...and it shows.
467,@AmericanAir will do on another airline that's more accommodating of its customers. Unable to simply change passengers with notice is simply
468,@AmericanAir I've been calling you for 3 straight days and no one picks up. Sure there are storms but there are also #customers Holler!
469,@AmericanAir Trying for 20 hrs to reach agent. Must make change that can't be done on web by 11:59 PST. Had to Cancelled Flight revs ystday.
470,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...
471,@AmericanAir no standby line update online or on app either is troubling
472,"@AmericanAir No. Had to Cancelled Flight my trip. Instead of a $25 future trip voucher, a $25 drink coupon would've been better! #WakingInMemphis"
473,@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions
474,@AmericanAir How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr
475,@AmericanAir I think 2 weeks of waiting is more than enough time for you to contact me.  This is why you lose customers
476,"@AmericanAir Way to suck at customer service, Dallas is trapped in an ice storm but you didn't Cancelled Flight 7am flight &amp; been on hold all day."
477,@AmericanAir umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??
478,"@AmericanAir is there something wrong with the website? no matter what flight I select, it says it's no longer available."
479,@AmericanAir you keep returning my call and hanging up when I answer? Help reFlight Booking Problems a flight!
480,"@AmericanAir 4hrs Late Flightr i get a call back, and immediately disconnected"
481,@AmericanAir  terrible response! How about someone picking up the phone and calling me...It is now 49 Hours with no luggage
482,"@AmericanAir in line at SFO. Customer service is rude, disorganized, and congested. Very dissapointing."
483,@AmericanAir HELP! Attempting to Cancelled Flight a flight but can't get thru 800 number. Call gets dropped when saying Agent. flight is 2/24.
484,@AmericanAir @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply
485,@AmericanAir @usairways who is the next stop after customer service.
486,"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help"
487,@AmericanAir you can tweet but not call! You're like a bad boyfriend!
488,@AmericanAir literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.
489,@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter
490,@AmericanAir @justynmoro I totally agree.  You get the automatic phone attendent that goes NO WHERE and hangs up.  Lousy service!
491,@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!
492,@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again
493,@americanair why am I not being given a callback option??! Why has this service been turned off?
494,"@AmericanAir Ok. We will probably Cancelled Flight our flights then, take a refund, and get home another way. Wednesday won't work for us."
495,@AmericanAir Trying  to Cancelled Flight fligt 2321 O'Hare to Dallas 12:17pm. High call volume no one answer. Online no confirmation. #thankU
496,@AmericanAir thx for showing me that your Twitter appreciates me more than your employees. Sure another airline would like my $1300 #nohotel
497,@AmericanAir @united we'll have time and they aren't doing a damn thing. I'm the guy in the winter hat and frowny face
498,"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra"
499,"@AmericanAir the customer service today is unsat, Flight cnx, not notified, called for 6 hours and the phone line does not even let me hold"
500,"@AmericanAir Howdy, having trouble getting rebooked after flight Cancelled Flightled. Can't get thru via phone and Web erroring out. Can you help?"
501,@AmericanAir Oh yea? That's it? C'mon buddy! Bring your special friend @united to the conversation - they seem to be doing NOTHING AT ALL
502,@AmericanAir thanks for the DM rescheduling. Unfortunately your operations process at LAX is chaos &amp; the reps refused to print the ticket
503,"@AmericanAir flight US1562 from RIC2DFW was Cancelled Flightled yesterday &amp; I was on hold w/ cust. service from 6-10pm EST...4 hours, no answer..."
504,@AmericanAir =UNAmerican Airlines just lies and poor customer services...
505,"@AmericanAir I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC"
506,"@AmericanAir Supervisor M.Robinson just served a lot of attitude, Cancelled Flighted my flight out of spite, then put me back on on #crazybitch"
507,@AmericanAir the one at 11:30am? My app still shows it as on time!
508,@AmericanAir @andyellwood @delk lol. I was sure I'd wake up to more of a response than this half-thought auto tweet. hope you made it out.
509,@AmericanAir your call system is a fucking joke
510,@AmericanAir You moved us onto 6.55pm but there is availability on 1.50 and 3.30.   No answer on your phone. Have young children.  HELP!
511,@AmericanAir how do I redeem a travel voucher for a flight if I can't reach a travel agent by phone? My hold expires in 24 hours
512,@AmericanAir I've tried ten times now last night and this morning...how many times should I try? Have meetings to make tonight in ATX.
513,@AmericanAir #horriblecustomerservice # rudestaff # incompetentmanagers
514,@AmericanAir @Eleonora7 good luck I've been waiting a week
515,@AmericanAir I like the call back system. But thought you'd like to know it's not working well. I received three calls but there's no audio.
516,@AmericanAir But when becomes about get money from the passengers are very strict but don't have ANY feedback as a reward
517,@AmericanAir Your customer service sucks! You rep should not be yelling at a caller regarding the weather in DFW.  Hope you go bankrupt!
518,@AmericanAir requested a call back at 1am. My Cancelled Flighted flight through DFW shouldn't take this long to reroute. You're Customer Service lacks
519,@AmericanAir I can't get an operator after an hour's worth of calls to Cancelled Flight a delayed flight. Automated system doesn't go beyond message.
520,"@AmericanAir Stuck in Miami, and one of the worst customer experiences I have ever had. Will be sure to let everyone know about my time w/AA"
521,"@AmericanAir Its the ABC's of PR, let your customers have the most info possible. Might want to go brush up on the basics..."
522,last trip on @AmericanAir ... Poor customer service 3 trips in a row! @Delta here I come!
523,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
524,"@AmericanAir Understood. Integration takes time, but no excuse for poor customer service"
525,@malhoit at least you got a response from @AmericanAir via Twitter. I went 0 for 2 yesterday.
526,@AmericanAir a confirmed flight. I'm so done! Thanks for nothing!
527,@AmericanAir no email no phone call no nothing. You've screwed with my flight and my family/Friends flights. You Cancelled Flighted reservations for
528,"@AmericanAir I understand a bit of a wait, but I called at 6:23 pm and didn't get a call back until just after 11:00 pm, that's not cool"
529,@AmericanAir is flight 1318 Cancelled Flighted or not? No word from the ground staff.
530,"“@AmericanAir: @mwangbickler We apologize for your frustrations, Michael. Have you been rebooked?” -got call back after 10 hours. Bad."
531,"@AmericanAir called last night, after 10hrs got call back, can I get a one day pass to admirals club? I'm going to be spending 7hrs in DFW"
532,@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!
533,"@AmericanAir @Active_Aly thx. We have already been on the iberia website, and seat reservation is unavailable. Hopefully we can call them."
534,@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?
535,@AmericanAir wow. Flight crew shows up :15 mins before the flight. No catering for AA3390. Nice. Why to treat your customers.
536,@AmericanAir.If I miss saying goodbye to my friend cause of your crappy service I swear you will never hear the end of it.#AmericanAirlines
537,@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether
538,@AmericanAir. It's been 5 hours and still no call and now we are back to being hung up on by an automated system.  #AmericanAirlines
539,"@AmericanAir Last thing I want to deal w/ before 8 on a Mon! I've already waited the suggested wait time, so I hope I get a call back ASAP."
540,@AmericanAir I remained on hold for 2 hrs to resolve my flight schedule &amp; your system hung up on me. #unhappycustomer
541,@AmericanAir. For two days now I have been trying to reach #AmericanAirlines customer service to change my flight.
