,text
814,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back! message communication class network class staff web error support reply aid booking class"
815,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care. communication error support reply aid web message service support booking service answer call"
816,@united We're hoping to hear from you actually. support hang on-line lost address hang call shout service call help visit answer
817,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day support communication aid error reply service support service service engagement services reservation service"
818,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out. communication support aid message service support service reply error service engagement services reservation"
819,@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi web floor clothing bag bag apparel message table table telephone baggage baggage support
820,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor? communication booking support reply aid error service support service answer call message class"
821,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead. web message class network class class communication customer reservation error staff bag clothing"
822,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United message communication solution answer support aid bag error reply class network class cry"
823,@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime communication error message support reply aid class network class bag service support booking
824,@United has two whole people trying to schedule a flight's worth of missed connections. Shameful http://t.co/6kqLhVaP7G message bag class network class communication solution answer error web cry support reply
825,"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details. web customer message agent class network class staff clothing bag bag apparel bag"
826,@united Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again). message web support hang on-line lost address hang class network class class bag
827,@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? 😭 message cry class network class communication solution answer chat error bag class tag
828,@united sitting in a plane with no pilot.  Thanks! #waitingonapilot #denver #siouxfalls #whyairtravelsucks aid support service support communication service service reply error service engagement services reservation
829,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation? communication electronic_mail support reply aid clothing web bag bag error service support booking
830,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines support hang on-line lost address hang communication call shout service call help visit
831,"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!! communication error support reply aid support service support booking service answer call message"
832,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting! support message bag class network class error communication web support reply aid solution"
833,@united Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once. communication error support reply aid booking service support service answer call service engagement
834,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!! web clothing bag bag apparel floor web_site table table telephone baggage baggage earphone
835,@united  #UnitedAirlines  how long will1531 be delayed. talk talk speak call e-mail address call message support hang on-line lost address
836,@united Why isn't the flight status updated to delayed UA1532 no board communication staff class network class message booking error support reply aid class service
837,@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help! solution message avail answer class reservation class network class cry password bag support
838,@united you suck.    9 hour delay?! communication support reply aid error service support booking service answer call service engagement
839,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed! communication support aid reply service support service booking error answer call service engagement
840,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops. message error class network class support hang on-line lost address hang communication web
841,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr? message class network class communication web error staff bag class solution cry answer
842,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines) error communication support reply aid message booking class network class service support service
843,@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac! message floor ticket bag web solution cry answer clothing class network class password
844,"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule... aid support service support communication service service reply error service engagement services reservation"
845,"@united UA1130 Flight was a nightmare!! From poor customer service,having my confirmed seat given away.... +more issues customer aid web communication service support support service reply service booking error agent"
846,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone. error communication support reply aid booking service support service answer call service engagement
847,"@united flight Cancelled Flightled,  and the updated one gets me into BWI too Late Flight! I'd be fine with DCA or IAD,  just arriving earlier!  Help! avail communication class booking support reply aid error message service support service answer"
848,"@united you Cancelled Flight my flight. I wait in line to get rebooked, when I'm at the front you make me go to another gate and I lose my place. message class network class communication web error support class staff support reply aid"
849,@united We were supposed to board at 605. They just brought the plane from the hanger! WTF did they not know there was a flight?1153 Lax-EWR bag bag clothing web table table telephone baggage baggage web_site apparel floor internet
850,"@united You can't control turbulence, but you can control customer experience, lot of scared people up here. error communication message customer class network class support reply aid web class service"
851,"@united Currently on UA862, 20 minutes of the worst turbulence I've ever experienced, and ZERO communication from the flight deck. class message network class communication error bag class support reply aid booking service"
852,@united flight 433 lets go you look like clowns no one is giving up 1st class for $500 communication support aid booking reply service support service answer call error service engagement
853,@united day 3 of this Saga maybe they'll finally make it home.Intentional or not it not gonna get them back there vacation days #badservice message communication error support reply aid booking bag class network class solution cry
854,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy communication support aid reply service support service error booking answer call service engagement
855,.@united Not what's been shared by the pilot with passengers! web customer error communication agent support reply aid clothing message service support booking
856,@united wi-fi on 737-800 (aircraft 3511) didn't work entire ORD-DCA flight this morning reservation web seat bag bag clothing floor table table telephone baggage baggage apparel
857,"@united Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US? communication error reservation support reply aid web message booking service support service answer"
858,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time. communication reply error support aid answer call service support booking service service engagement"
859,@united #epicfail on #CX as flight from Frankfurt to San Francisco now going to Chicago as flight crew out of hours due to de-icing delay communication support aid reply service support service booking answer call service engagement services
860,"@united I'm aware of the flight details, thanks. Three hours Late Flight a crew that could not give less of a shit aid communication support support service staff reply service service booking error answer call"
861,@united Making sure your flights aren't delayed due to poor maintenance would be a start. support aid communication service support service booking reply service engagement services reservation service
862,UA3388 @united was Cancelled Flightled not delayed.  Re-Flight Booking Problems still 90 miles from home.  At least acknowledge the Cancelled Flightlation. communication support aid engagement reply error service services service support service booking answer
863,@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats... communication support aid reply service support service booking web error answer call service
864,"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback message bag error communication class network class reservation support reply aid solution cry"
865,@united an over booked flight to start with and a red eye from lax to bos with no reclining seat.... #lastflightwithyouever web clothing bag apparel bag floor table table telephone baggage baggage internet bag
866,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process. agent message web customer clothing bag bag apparel floor ticket bag class network"
867,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again. communication error support reply aid message booking class network class service support service"
868,@united this is the second time my flights been Cancelled Flightled... Like really? error communication booking support reply aid service support service answer call overhaul service
869,@united really 1st flt frm IAD 2 IAH is - Late Flight &amp; -going via Nashville? #inconvenience. Downgraded but not on ticket communication ticket message reservation booking support reply aid error seat web service support
870,@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting? error communication message web reservation support reply aid bag class network class service
871,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable message communication error support reply aid solution answer service support booking service answer
872,"@united Coach interior on UA 992 looked like it was salvaged from the 80s. Tiny unusable video, no power &amp; lifevests on the floor #UA992 … bag bag clothing baggage table table telephone baggage web bag web_site apparel floor"
873,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.) communication engagement support aid service services reply service support service booking error answer
874,@united aaaand 7 hours Late Flightr won't be catching a flight til 6AM...stuck in at airport in a snowstorm with no hotel-how's that for patience? communication support aid web reply clothing error service support service booking message answer
875,@united @DelonGerry ual sucks answer web customer clothing floor bag seat reservation apparel bag floor agent table
876,@united not happening.  Delta took care of us.  Peace! reservation solution answer message web ticket password class cry class network class avail
877,BUT @united just re-booked to BOS; UGGH!! now 3 hour bus to WMASS home. Could have flown to BDL &amp; back to DC in same time. #unitedairlines web bag bag telephone baggage clothing table table baggage web_site reservation error apparel
878,"@united Missed UA1568 connection due 2 mechanical failure UA1543 (""uplink prob""). I will lose ~$400 in clients Mon. How can you compensate? customer agent web clothing web_site bag bag apparel floor table table telephone baggage"
879,@United so you jacked out my cousins trip to Portland and then Cancelled Flightled her return trip?! No more United bag bag clothing table table telephone baggage baggage web_site web apparel floor internet
880,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight. communication message web error support reply aid booking bag class network class service
881,@united 40 minutes on tarmac now. That's after 9 hour delay. bag communication support reply aid error message service support booking service answer call
882,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1 message solution answer web reservation password reservation cry class class network class avail
883,@united Is flight 746 going to sit on the tarmac FOREVER????????? floor clothing communication web booking bag apparel bag support reply aid error table
884,@united your ground crew was inept and left a truck sitting on the Tarmac. Didn't have a gate agent once we got a gate. web floor bag bag clothing baggage apparel message table table telephone baggage class
885,"@united after 2 days - 1 flight Cancelled Flightled, another delay for 8 hours- united gave me a $7 food voucher. That's how much they value my time?? communication error support reply aid booking message service support service answer call bag"
886,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving? floor error web communication clothing bag bag support reply aid apparel table table"
887,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ message communication reservation solution answer booking support reply aid error web password reservation"
888,@united thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted aid communication support support service reply service error service booking answer call service
889,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher? communication error support reply aid booking service support service answer call service engagement"
890,"@united If you consider 50 mins for bags @ 10:00pm on a Sunday night ""as fast as they can"", you should reconsider what you think that means. communication error message support reply aid bag service support booking service answer call"
891,@united big surprise #nogate waiting for our plane. Same fucken issues everything I fly you. #fail #worstairlineever customer clothing bag bag web agent apparel floor table table telephone baggage baggage
892,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx web clothing bag bag telephone baggage apparel floor table table baggage internet bag"
893,@united maybemange the airline alittlebetter. Arrived at LAX and no GATE! #howisthatpossible always the same thing w/u support staff class network class message fee web error solution bag cry answer
894,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD web communication answer answer booking customer support reply aid error message agent clothing
895,@united Why announce it is for rollers at all? If I want to put a coat in there isn't that my choice?  How about all gate checked? Thx support message web clothing class network class class error communication apparel avail solution
896,@united was a sponsor of the oscars? No wonder it was a half hour delayed. #Oscars message tag bag solution cry answer class class network class password reservation chat
897,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter baggage bag bag telephone bag baggage clothing table table error communication internet call
898,"@united typical caned response from UA, fix your crappy performing, last placed/ranked airline in this century! communication support aid message error reply class network class service support service staff"
899,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2 message communication solution answer error class network class bag support support reply aid
900,"@united A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online error communication support reply aid service support booking service answer call message service"
901,@united UA1731 - Denver to Austin...  Still on the ground... reservation seat web floor clothing bag apparel bag floor error communication customer message
902,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore? answer reservation web seat communication booking support reply aid floor error clothing service
903,"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN message communication web error class network class class support reply aid clothing staff"
904,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =) support hang on-line lost address hang communication call shout service call help visit"
905,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving error communication message support reply aid web solution answer booking service support service
906,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus? class message web class network class avail bag clothing staff error solution cry
907,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections web class avail customer message class network agent clothing class bag apparel bag
908,"@united really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc. message class communication error support reply aid avail booking class network class solution"
909,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back communication support aid reply service support service error service engagement services reservation service
910,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail error communication support reply aid service support booking service answer call service engagement
911,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn bag bag support hang on-line lost address hang web clothing table table telephone
912,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa support message solution answer reservation web password reservation cry class network class chat
913,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate. web message support clothing bag bag class network class telephone baggage bag apparel
914,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate message support web bag class network class bag bag clothing error solution cry
915,@united Flight 2 is 2:30 hrs delayed so far b/c of Late Flight crew. Now we are literally waiting while they have dinner acc. to honest gate agent. staff class network class message communication error support bag support reply aid web
916,@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate? error communication support reply aid message service support booking service answer call class
917,@united we've been waiting 45 min for a gate at SFO... Yet so many of them are free.  Your excellence in operational efficiency is showing message support bag class class network class error communication avail solution cry answer
918,@united except all of that delayed the flight anyway. booking communication overhaul support reply aid service support service answer call error service
919,@United landed in den on time stuck waiting for gate for 30 min. Maybe an update would be a good idea capt? message solution cry answer error password communication reservation chat support class network class
920,@united can we get an explanation on why UA978 from São Paulo to Houston has been delayed? Now we're hearing from crew about Cancelled Flightlations. message solution answer reservation class network class staff web password cry support hang
921,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative. call reply communication answer support aid booking service support service error service engagement
922,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline bag bag clothing web table table telephone baggage baggage web_site apparel floor internet
923,@united why is it that Sundays when my husband travels to Chicago he's stuck at Tarmac &amp; misses connecting flight always communication support aid error reply service support service booking answer call service engagement
924,"@united on #UA3785 tonight and told delayed due to Late Flight crew. No idea where crew coming from, your staff ++unhelpful. Any ideas? message cry class network class communication solution answer chat tag staff error class"
925,"@united, take a look at status of 683, sitting at ORD ... This ain't cool, yo. class avail message bag class network class error solution cry answer communication web"
926,"@united You load our plane at ORD knowing pilots are 2 hrs Late Flight, then discover plane needs to be fueled? #WTF #united #incompetent communication error support reply aid booking message service support service answer call service"
927,"@united, you just caused a riot on the airplane. Never seen anything like this bag bag web clothing message table table telephone baggage baggage class apparel floor"
928,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability class communication message error support avail reply aid support class network class bag
929,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins. message communication support error support reply aid bag booking class network class service
930,@united Why did you load us in this flying sardine can if you knew the pilots were 2 hours Late Flight?? #incompetent beyond belief communication error support reply aid booking message service support service answer call service
931,@united your seats are god awful. web clothing floor bag seat reservation apparel bag floor customer table table telephone
932,@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed! bag communication message error support reply aid class network class service support booking
933,@united I'm on UA1118 and my direct tv isn't working.  How do I avoid this in future? telephone web baggage bag bag staff clothing class network class message table table
934,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK customer clothing web agent bag apparel bag floor table table telephone baggage baggage
935,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room? error communication message class network class support reply aid staff class service support"
936,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s. web customer clothing bag bag telephone baggage agent apparel floor table table baggage"
937,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD??? communication message error booking support reply aid solution answer service support service answer
938,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence communication error support reply aid message service support booking service answer call bag
939,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united message class network class staff tag solution cry answer web error communication telephone
940,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work. web bag bag clothing error web_site table table telephone baggage baggage apparel floor
941,@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help! communication avail booking support reply aid error service support service answer call class
942,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp... communication message web error support reply aid class network class class bag service
943,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers clothing web bag bag customer apparel floor table table telephone baggage baggage agent
944,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR error class communication avail support reply aid message service support booking service answer
945,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better communication support reply aid error booking message service support service answer call service
946,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind. error communication support reply aid message service support booking service answer call bag
947,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy! customer web agent bag message clothing bag apparel bag floor class network class
948,@united How about free wifi when your flights delayed? Only 20 mins allowed! communication internet world_wide_web booking support reply aid message error bag web service support
949,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston communication message error class network class support reply aid class booking web staff
950,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance support communication aid error web message reply service support service booking answer call
951,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good. communication aid support service reply support service error booking answer call service service
952,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR error communication message support reply aid booking service support service answer call solution
953,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw. communication web clothing message error support reply aid class reservation apparel bag class
954,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool! communication message support reply aid error booking service support service answer call solution
955,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!! web reservation clothing bag bag table table telephone baggage baggage apparel floor customer"
956,@united false. call table service call answer support support shout answer floor bag service table
957,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots. communication support reply aid error booking message service support service answer call web
958,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines support hang on-line lost address hang communication message web error support reply aid"
959,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever bag bag telephone baggage clothing table table baggage internet bag call desk web_site
960,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever communication booking support reply aid error service support service answer call overhaul staff
961,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071 aid service support service support communication service reply booking service engagement services reservation
962,@united now this http://t.co/uygeW2Nosr customer solution answer message web agent password reservation clothing cry bag apparel bag
963,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off customer web support agent communication aid clothing reply service support service booking error
964,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up! message communication solution answer error support reply aid booking password reservation cry class
965,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage baggage bag bag bag web clothing avail table table telephone baggage apparel floor
966,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service! aid communication service support message support service error reply service class network class
967,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ?? web telephone baggage bag bag clothing table table baggage apparel floor internet bag
968,"@United​ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status. communication error support reply aid booking message service support service answer call class"
969,@united of course. But interesting how United doesn't seem to have a good sense on what's happening with flight communication web error support reply aid booking message service support service answer call
970,@united - Plane came in with broken seat.  Rather than fix it they put a broken sign on it and separated me from my kids. web clothing bag bag apparel floor table table telephone baggage baggage internet bag
971,@united worst flying experience ever and they tried to blame it on ATC?! I watched them load bags for 30min after boarding 45min Late Flight error communication support reply aid booking message web service support service answer call
972,@united have you read your own same day travel change policy? class message avail bag class network class error communication reservation support reply aid
973,"@united your b737-800w  literally the smallest seats I have ever have, my dad got stuck In the tiny bathroom ad well #disspointed #premier1k web clothing bag apparel bag floor table table telephone baggage baggage customer internet"
974,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+ communication support reply aid error booking reservation service support service answer call message"
975,@united still sucks. I don't understand why you have two cust service agents for a long line at Houston international b gate #unitedsucks web message aid communication support support service error customer support service class network
976,"@united the most frustrating flying experience. One continuous ""I dunno what time you will leave today. "". Dunno?! That's code for ...? error communication message support reply aid service support booking service answer call service"
977,@united has an United flight ever been on time. #americanisbetter error communication booking support reply aid service support service answer call service engagement
978,@united I'd rather spend two days in the back seat of a Volkswagen than two hours on your plane! #disgruntled #whatacluster web bag bag clothing table table telephone baggage baggage bag apparel floor internet
979,@united my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!! reservation web seat communication customer floor clothing error support reply aid booking agent
980,"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending reservation web seat communication clothing error support reply aid booking bag apparel bag"
981,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime aid communication support support service reply service service service engagement services reservation booking
982,@united stay more than 24h traveling ans sleeping on the airports floor clothing bag bag apparel floor table table telephone baggage baggage web_site web internet
983,@united seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing reservation web seat staff customer class network class message clothing agent bag floor
984,@united I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling support hang on-line lost address hang message staff web class network class bag
985,"@united flight delayed...again...every time. ""Maintenance issues"" support communication aid error service support service reply booking service engagement services reservation"
986,@united yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned bag bag telephone baggage web clothing table table baggage web_site message solution answer
987,@united--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work! message web class network class staff bag clothing telephone error solution cry answer
988,"@united, maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️ internet world_wide_web bag bag clothing web table table telephone baggage baggage web_site apparel"
989,@united thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ aid service support service support communication service reply service engagement services reservation error
990,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made communication support aid reply service support service booking solution answer error message answer
991,@united I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation communication support aid reply error service support service message booking answer call service
992,"@United is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space. error communication support reply aid booking web service support service answer call message"
993,"@united Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable. bag message bag bag clothing web class network class communication table table telephone"
994,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now. message communication support aid service support service reply error service engagement services reservation
995,@united pls stop sending texts every 15mins saying my flight is delayed another 15mins-It's been 3hrs. I usually defend u but this is lame.. communication support reply aid booking error service support service answer call service engagement
996,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited clothing web bag apparel bag floor table table telephone baggage baggage customer internet"
997,@united united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that aren't booked. Renting a car. communication support reply aid booking error solution answer service support service answer call
998,"@united any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update. message class network class bag communication solution answer support password error cry staff"
999,@United 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out? communication support reply aid avail booking error service support service answer call message
1000,@United is offering to reroute my SFO flight to LAX. Might be geography class time. communication support aid error reply service support service booking answer call service engagement
1001,@united flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car. communication support reply aid web booking bag bag error service support service answer
1002,"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst aid communication support support service reply error service booking service answer call service"
1003,"@united missing my amazing us bank work conference, not ok.  What do I do now????? web bag bag baggage clothing bag table table telephone baggage apparel floor message"
1004,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would ! communication message web class clothing bag bag error support reply aid booking avail"
1005,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing. aid communication support support service service message reply error bag service service engagement"
1006,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx message solution answer communication password reservation class network class error cry support reply"
1007,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol support aid communication service support service reply booking service engagement services reservation service"
1008,@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #Cancelled Flightledflight aid communication support support service service service reply booking service engagement services reservation
1009,"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex? message class network class web bag class staff reservation error solution cry answer"
1010,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!! communication error support reply aid service support booking service answer call clothing bag"
1011,@united I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :( web reservation customer seat clothing communication agent floor bag apparel bag floor booking
1012,@united unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed web reservation message communication clothing bag bag error bag support reply aid class
1013,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff message communication web error customer bag class network class solution cry answer support"
1014,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN floor message clothing bag bag bag class network class telephone baggage web support
1015,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday communication electronic_mail support reply aid class error message booking service support service answer
1016,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time?? error communication support reply aid service support booking service answer call service engagement"
1017,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this? communication support aid service reply support service booking error answer call clothing service"
